Cluster,Reuse,Length,Group,Blast_text,Node,ID
cluster_459,reuse,13,groupO2, dolorosament,1000662___6_19,1000662
cluster_465,reuse,13,groupO2, avevo pensat,1000684___10_22,1000684
cluster_471,reuse,32,groupB,ei sola poteva confortarmi dovev,1000708___1_29,1000708
cluster_472,reuse,27,groupO1,e ricordarsi del tempo feli,1000710___18_41,1000710
cluster_484,reuse,15,groupO2,esta di un ombr,1000730___29_41,1000730
cluster_488,reuse,94,groupB,on avevo più debiti moglie suocera nessuno Libero libero libero Che cercavo di p,1000750___1_59,1000750
cluster_489,reuse,20,groupO1, avventure avventure,1000752___4_23,1000752
cluster_490,reuse,39,groupO2,himè non potevo fare diversamente tornò prep,1000755___1_38,1000755
cluster_490,reuse,39,groupO2,himè ðŸ˜±ðŸ˜±ðŸ˜žnon potevo fare diversamente tornò prep,1000756___1_38,1000756
cluster_492,reuse,88,groupB, sperò che il suo lascito dovesse accendere nel loro animo l amore per lo studi,1000759___9_69,1000759
cluster_492,reuse,88,groupB, sperò che il suo lascito dovesse accendere nel loro animo l amore per lo studi,1000760___9_69,1000760
cluster_493,reuse,44,groupB,el dono Il comune si dimostrò poco grat,1000761___1_30,1000761
cluster_494,reuse,20,groupB,a la possibilità di r,1000762___26_42,1000762
cluster_495,reuse,43,groupB,ale senza obblighi e senza scrupoli di sort,1000766___35_68,1000766
cluster_497,reuse,76,groupB,mosu un granellino di sabbia impazzito che gira e gira e gira senza saper per,1000770___3_60,1000770
cluster_497,reuse,76,groupB,mo su un granellino di sabbia impazzito che gira e gira e gira senza saper per,1000771___3_60,1000771
cluster_498,reuse,51,groupB, uomo non lo sapeva è dunque era come se non girass,1000773___1_38,1000773
cluster_500,reuse,36,groupB,o lancia dall alto sul tavolone,1000776___1_27,1000776
cluster_503,reuse,92,groupB, afferrò per il mento me lo strinse forte forte con le dita dicendomi Bellino bellino bellin,1000780___1_72,1000780
cluster_503,reuse,92,groupB, afferrò per il mento me lo strinse forte forte con le dita dicendomi Bellino bellino bellin,1000781___1_72,1000781
cluster_506,reuse,100,groupB, diciott anni m invase la faccia un barbone rossastro e ricciuto a scàpito del naso piuttosto piccol,1000783___1_74,1000783
cluster_507,reuse,88,groupB,egli occhiali li buttai via e lasciai libero l occhio di guardare dove gli piacesse megli,1000784___1_64,1000784
cluster_509,reuse,99,groupB,vremmo pagato un buon litro di vino purchè lui invece che in chiesa ci avesse lasciato andar,1000786___1_69,1000786
cluster_510,reuse,91,groupB,vrei cambiato il mio volentieri e così anche gli occhi e tante altre parti della mia person,1000787___1_69,1000787
cluster_511,reuse,69,groupB,a sapendo bene che non si può io rassegnato alle mie fattezze non me ne,1000788___1_55,1000788
cluster_512,reuse,45,groupB, voleva sempre vicini quasi temesse di perder,1000790___1_38,1000790
cluster_513,reuse,49,groupB,utti finti per lei gli uomini birbanti e traditor,1000792___1_40,1000792
cluster_514,reuse,95,groupB,oveva essere infatti tremendamente afflitto da una di quelle mogli che si fanno rispettar,1000794___1_75,1000794
cluster_516,reuse,14,groupB,r dimostrare l,1000797___23_36,1000797
cluster_517,reuse,41,groupB,o stesso giorno Oliva corse piangendo in ca,1000798___1_34,1000798
cluster_518,reuse,62,groupB,i descrissi a vivi colori seducentissimi la felicità della vit,1000799___1_50,1000799
cluster_519,reuse,84,groupB,nnamorato come un matto di quegli occhi belli di quel nasino di quella bocca di tutt,1000800___1_60,1000800
cluster_519,reuse,84,groupB,nnamorato come un matto di quegli occhi belli di quel nasino di quella bocca di tutt,1000801___1_60,1000801
cluster_520,reuse,83,groupB,evi trovare il modo e la maniera di farti notare da lei e di parlarle o di scriverl,1000802___15_81,1000802
cluster_521,reuse,48,groupB,i mise a malmenarla senza alcun ritegno Voleva riscatt,1000803___1_45,1000803
cluster_521,reuse,48,groupB,i mise a malmenarla senza alcun ritegno Voleva riscatt,1000804___1_45,1000804
cluster_522,reuse,97,groupB,vevo anche quattrini che forniscono pure certe idee le quali senza di essi non si avrebber,1000805___1_69,1000805
cluster_523,reuse,19,groupB,e possono essere re,1000806___18_35,1000806
cluster_525,reuse,24,groupB,ire all improvviso dal,1000808___11_31,1000808
cluster_527,reuse,63,groupB,l soccorso invece mi venne da chi meno avrei potuto aspettarmel,1000809___1_51,1000809
cluster_529,reuse,28,groupB,a strega non si sapeva capaci,1000810___1_23,1000810
cluster_531,reuse,105,groupB,l dolore m assalì rabbioso feroce per la figlietta mia per la mamma mia E fui quasi per impazzir,1000811___1_74,1000811
cluster_533,reuse,96,groupB,i sa che gl infelici facilmente diventano superstiziosi per quanto poi deridano l altrui creduli,1000812___1_78,1000812
cluster_534,reuse,102,groupB,vrei veduto altri paesi altre genti altra vita e mi sarei sottratto all oppressione che mi soffocav,1000813___1_82,1000813
cluster_538,reuse,106,groupB,a certezza che questi altri avevano fin da ieri della mia morte era su me come una odiosa sopraffazion,1000816___1_82,1000816
cluster_539,reuse,55,groupB,i sta meglio vicini alla terra e sotto fors anche megli,1000818___1_43,1000818
cluster_540,reuse,48,groupB,gni mestiere in fondo ha qualche sua consolazion,1000819___1_39,1000819
cluster_541,reuse,75,groupB,o non posso andare in una taverna come te a cercar l allegria in fondo a un bicchier,1000820___3_64,1000820
cluster_541,reuse,75,groupB,on posso andare a cercare l allegria,1000969___1_29,1000969
cluster_542,reuse,58,groupB,iciamo allora che la donna è anche più coraggiosa dell uom,1000822___1_42,1000822
cluster_543,reuse,89,groupB,me puoi tu pretendere mio caro Adriano dico a me stesso che qualche donna s innamori di t,1000825___1_69,1000825
cluster_544,reuse,83,groupB,erchè del resto dovrebbe ella curarsi di me rivolgermi senza bisogno la parol,1000826___1_59,1000826
cluster_546,reuse,32,groupB,iamo io e l ombra mia su la terr,1000829___1_25,1000829
cluster_548,reuse,24,groupB, è più generosa dell uom,1000831___12_29,1000831
cluster_550,reuse,86,groupB,ate le marionette sulle cui teste di legno il finto cielo si conserva senza strapp,1000832___1_66,1000832
cluster_551,reuse,48,groupB,nto il soffio che spegne in Noi questo lanternin,1000833___32_70,1000833
cluster_552,reuse,88,groupB,otei sperimentare che l Uomo quando Soffre si fa una Particolare idea del Bene e del Mal,1000834___1_70,1000834
cluster_555,reuse,20,groupO2,aledetto sia Coperni,1000840___1_19,1000840
cluster_555,reuse,20,groupO2,aledetto sia Coperni,1000841___1_19,1000841
cluster_555,reuse,20,groupO1,aledetto sia Coperni,1000880___1_19,1000880
cluster_555,reuse,20,groupO2,aledetto sia Coperni,1000904___28_46,1000904
cluster_557,reuse,15,groupB,h Questo pensier,1000848___2_16,1000848
cluster_558,reuse,36,groupO2,lla fine non lo è stato che io abbia s,1000849___10_36,1000849
cluster_559,reuse,16,groupO2, sarebbe stato d,1000851___11_23,1000851
cluster_562,reuse,73,groupB, mentr io attenderò al molino il fattore mi ruberà i frutti della campagn,1000861___1_57,1000861
cluster_563,reuse,99,groupB,rmai noi tutti ci siamo a poco a poco adattati alla nuova concezione dell infinita nostra piccolezz,1000862___1_78,1000862
cluster_564,reuse,81,groupB,econdo la natural disposizione del mio spirito che un rosignolo dando via le penn,1000863___1_67,1000863
cluster_565,reuse,58,groupB,a passione del calcio ha sconvolto il cervello di tanti di,1000864___1_46,1000864
cluster_566,reuse,112,groupB,ella coscienza esiste una relazione essenziale tra me che penso e gli altri esseri che io pens,1000866___1_75,1000866
cluster_567,reuse,22,groupO2, RIFLESSIONE che più ch,1000868___42_59,1000868
cluster_572,reuse,25,groupO1,tia diventa bibliotecari,1000882___3_23,1000882
cluster_573,reuse,18,groupO1,attia Pascal torna,1000887___1_17,1000887
cluster_574,reuse,16,groupO1,attia Pascal una,1000888___1_15,1000888
cluster_576,reuse,17,groupO2,ale dallo spirito,1000896___54_70,1000896
cluster_576,reuse,17,groupO2,ale dallo spirito,1000897___54_70,1000897
cluster_577,reuse,12,groupO2,ei proprio d,1000903___3_14,1000903
cluster_579,reuse,15,groupO2,n uomo inventat,1000908___32_46,1000908
cluster_581,reuse,14,groupO2,armi troppo al,1000920___11_24,1000920
cluster_583,reuse,19,groupO1, come Mattia Pascal,1000922___15_30,1000922
cluster_588,reuse,18,groupO2, ammaestramento È u,1000923___65_81,1000923
cluster_588,reuse,18,groupO1, ammaestramento o,1000937___41_57,1000937
cluster_589,reuse,15,groupO2,i signorina è ma,1000924___3_15,1000924
cluster_590,reuse,31,groupO2, si opera per cambiarsi d aspet,1000925___48_72,1000925
cluster_592,reuse,42,groupB,on mi par più tempo questo di scriver libr,1000934___1_32,1000934
cluster_594,reuse,29,groupB,er rispondere alla domanda Ch,1000940___30_55,1000940
cluster_596,reuse,15,groupB,po non esisteva,1000941___9_23,1000941
cluster_596,reuse,15,groupB,po non esisteva,1000942___9_23,1000942
cluster_597,reuse,77,groupB,mprovvisava sul pianoforte fino a cader per terra svenuta in certi moment,1000943___1_62,1000943
cluster_599,reuse,34,groupB,h paesello mio addormentato Mi se,1000945___1_30,1000945
cluster_600,reuse,92,groupB,e scostai e al primo contatto di quelle carnucce tenere e fredde ebbi un brivido nuovo erano,1000946___1_69,1000946
cluster_605,reuse,35,groupB,ibri polverosi una biblioteca disorganizzata i,1000963___1_38,1000963
cluster_605,reuse,35,groupB,ibri polverosi una biblioteca disorganizzata i,1000964___1_38,1000964
cluster_610,reuse,20,groupB,aggio sul lanternino,1000970___18_35,1000970
cluster_613,reuse,12,groupB,a solitudine,1000971___28_40,1000971
cluster_614,reuse,80,groupB,bbiamo anche bisogno di quell altra lampadina che ci faccia un po di luce per la mort,1000973___1_60,1000973
cluster_615,reuse,40,groupB, vennero allora due bei gattoni lesti e seri,1000974___1_36,1000974
cluster_617,reuse,66,groupO1,me mi ero illuso che potesse vivere un tronco reciso alle sue radi,1000977___3_55,1000977
cluster_619,reuse,15,groupO1,on pareva molto,1000991___1_15,1000991
cluster_1,reuse,25,groupB, mia condizione mi porta a,1001010___5_26,1001010
cluster_2,reuse,29,groupO1,aurosamente sciolto dalla vit,1001017___1_27,1001017
cluster_4,reuse,47,groupO1,icevo a me stesso avrò cura di questa mia liber,1001020___1_35,1001020
cluster_10,reuse,14,groupB,utti gli uomin,1001032___1_13,1001032
cluster_11,reuse,30,groupO1,ssere L artefice del proprio de,1001033___17_43,1001033
cluster_13,reuse,21,groupO1,ra quanta vita mi sfu,1001034___1_18,1001034
cluster_15,reuse,90,groupA, restavo lì smanioso nella mal contentezzadi me eppur sorridente di fuor,1001040___1_61,1001040
cluster_16,reuse,18,groupO1,overo Mattia deve sopportare,1001043___1_27,1001043
cluster_16,reuse,18,groupO1,overo Matti,1001073___1_12,1001073
cluster_16,reuse,18,groupO1,overo Mattia ora dev,1001152___1_19,1001152
cluster_19,reuse,29,groupA,a si può mai sfuggire a se stes,1001052___33_55,1001052
cluster_20,reuse,44,groupA,io Ma Ho un dèjà vu LaMascheraNudaDiAdrianoMeis,1001053___15_54,1001053
cluster_20,reuse,44,groupO1, chiamare Adriano Mais invece di Adriano Mei,1001088___8_44,1001088
cluster_20,reuse,44,groupO1,enteRovinaIrresponsabileAdriano MeisN,1001570___18_54,1001570
cluster_21,reuse,44,groupA,attia Pascal ad Adriano Meis da Adriano Meis al FU MATTIA,1001821___39_86,1001821
cluster_21,reuse,44,groupA,attia Pascal ad Adriano Meis da Adriano Meis al FU MATTIA,1001822___39_86,1001822
cluster_21,reuse,44,groupA, Mattia Pascal Son,1001836___4_19,1001836
cluster_21,reuse,44,groupB,o Mattia Pascalsono un ind,1001975___8_30,1001975
cluster_22,reuse,44,groupO1,orte di Adriano Mei,1001332___3_20,1001332
cluster_23,reuse,44,groupA,a di Adriano Mei,1001857___41_55,1001857
cluster_25,reuse,21,groupA,a non dovevamo vederci,1001055___8_27,1001055
cluster_26,reuse,36,groupA,e alla finestra della vita è l alba di una nott,1001056___17_53,1001056
cluster_29,reuse,37,groupA,a che non ti piace fare la profession,1001057___12_41,1001057
cluster_30,reuse,26,groupA,nsiosa rabbia rabbia rabbios,1001065___1_21,1001065
cluster_30,reuse,26,groupO1,nsiosa rabbia rabbia ansi,1001261___1_20,1001261
cluster_32,reuse,19,groupA, e piùforte di tutt,1001067___30_45,1001067
cluster_33,reuse,28,groupA,toreS EraAssopitaLaPescator,1001070___21_47,1001070
cluster_36,reuse,28,groupO1,la all improvviso mi s,1001705___44_63,1001705
cluster_39,reuse,28,groupB,edute spiritich,1001538___1_15,1001538
cluster_39,reuse,28,groupO1,e sedute spiriti,1001725___11_26,1001725
cluster_39,reuse,28,groupO1, sedute spiriti,1001760___40_54,1001760
cluster_39,reuse,28,groupA, seduta spiriti,1001806___84_98,1001806
cluster_41,reuse,28,groupB, Adriano Meis scopre ch,1001483___15_33,1001483
cluster_41,reuse,28,groupB, Adriano Meis pronto a diventare un alt,1001488___12_45,1001488
cluster_46,reuse,13,groupO1,overo fratell,1001094___34_47,1001094
cluster_49,reuse,39,groupO1,dere Adriano Meis per tornare ad es,1001097___2_32,1001097
cluster_49,reuse,39,groupA,e quell Adriano Meis condannato ad essere un,1001825___38_74,1001825
cluster_49,reuse,39,groupA,ell Adriano Meis condannato a essere un vile un bugiard,1001909___29_73,1001909
cluster_51,reuse,39,groupB,driano meis si sente molto a disagio quan,1001514___1_34,1001514
cluster_52,reuse,13,groupO1,n matrimonio,1001098___1_13,1001098
cluster_54,reuse,20,groupO2,to a sentirmi morto a,1001100___7_25,1001100
cluster_55,reuse,14,groupO1,na nuova vita p,1001105___1_14,1001105
cluster_55,reuse,14,groupO1,na nuova vit,1001794___1_12,1001794
cluster_57,reuse,40,groupO1,orpresa Mattia è vivo ma anche la vedova Pescator,1001108___13_52,1001108
cluster_57,reuse,40,groupO1,aginare la faccia della vedova Pescator,1001264___28_59,1001264
cluster_57,reuse,40,groupB,i Marianna Dondi vedova Pescat,1001422___28_54,1001422
cluster_57,reuse,40,groupB,er mia madre in contatto con la vedova pescator,1001970___36_73,1001970
cluster_60,reuse,40,groupO1,a vedova Pescatore e Po,1001347___1_20,1001347
cluster_64,reuse,19,groupO1,ssione che porta all,1001109___6_23,1001109
cluster_65,reuse,18,groupO1,to mostrare le gam,1001112___5_20,1001112
cluster_66,reuse,11,groupO1,ire mensili,1001113___9_20,1001113
cluster_68,reuse,15,groupO1,tellona bisbeti,1001118___2_15,1001118
cluster_69,reuse,98,groupB,me se avessi baciato Adriana con le labbra d un morto d un morto che non poteva rivivere per lei im,1001119___1_75,1001119
cluster_69,reuse,98,groupA,me se avessi baciatoAdriana con le labbra d un morto d un morto che nonpoteva rivivere per le,1001837___1_72,1001837
cluster_71,reuse,98,groupB,ma per errore e la seconda sentiret,1001373___43_72,1001373
cluster_71,reuse,98,groupO1,ma per errore e la seconda sentiret,1001625___29_58,1001625
cluster_73,reuse,45,groupO1, mi tenne la mano fin sulla soglia dell uscio,1001120___1_36,1001120
cluster_76,reuse,72,groupO1,no tanto tuttavia chi se ne ciba e se li mette dentro vive tra le nuvol,1001122___9_63,1001122
cluster_76,reuse,72,groupB,sano tanto eppure chi se ne ciba e se li mette in corpo vive tra le nuvol,1001930___2_56,1001930
cluster_76,reuse,72,groupB,sano tanto eppure chi se ne ciba e se li mette in corpo vive tra le nuvol,1001931___2_56,1001931
cluster_78,reuse,72,groupB,d ella non mi amó quant io l ama,1001928___1_24,1001928
cluster_78,reuse,72,groupB,d ella non mi amò³ quant io l ama,1001929___1_24,1001929
cluster_78,reuse,72,groupB,d ella non mi amò quant io l ama,1001971___27_50,1001971
cluster_78,reuse,72,groupB,d ella non mi amò quant io l ama,1001992___27_50,1001992
cluster_79,reuse,31,groupO1,r chi sei tu che si ti lagni me,1001123___51_72,1001123
cluster_80,reuse,99,groupO1,a perchè il più lontano sospetto che l uomo da lei amato avesse potuto col solo pensiero tradirl,1001126___1_76,1001126
cluster_81,reuse,105,groupO1,esta coscienza toglieva tutte quelle insulse timidezze de finiti pudori e la rendeva ardita e sciolt,1001128___1_82,1001128
cluster_82,reuse,43,groupO1,i tutte le mie sciagure e d ogni mio torment,1001129___21_54,1001129
cluster_82,reuse,43,groupO1,i tutte le mie sciagure ed il mio torment,1001655___45_77,1001655
cluster_83,reuse,43,groupB,o fatto il gusto a siffatte lettur,1001988___11_39,1001988
cluster_84,reuse,33,groupO1,essuno libero libero libero Che ce,1001131___1_26,1001131
cluster_84,reuse,33,groupB,essuno libero libero libero Che cercavo di p,1001469___42_74,1001469
cluster_84,reuse,33,groupO1,essuno Liber,1001618___80_91,1001618
cluster_85,reuse,19,groupB,el momento in cui ti s,1001133___1_18,1001133
cluster_85,reuse,19,groupB,el momento in cui t,1001134___1_16,1001134
